Text,Label
 user  heavy  rains   vedharanayam  nagapattinam  cyclonegaja  gajacyclone  gajacycloneupdate,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  heavy  rains   vedharanayam  nagapattinam  cyclonegaja  gajacyclone  gajacycloneupdate,A
 user  bulletin   gaja  location  km  se   nagapattinam  upgraded   severecyclonicstorm    time   landfall   early  ho,A
 user  bulletin   gaja  location  km  se   nagapattinam  upgraded   severecyclonicstorm    time   landfall   early  ho,A
 user  cyclonegaja  latest  update  people    evacuated   five  districts   taken   govt  relief  centres  ,A
 user  bulletin   gaja  location  km  se   nagapattinam  upgraded   severecyclonicstorm    time   landfall   early  ho,A
 heavy  rains   vedharanayam  nagapattinam  cyclonegaja  url,A
 user  cyclonegaja  tn  govt  evacuated  people   low  lying  areas  nagapattinam  tiruvarur  cuddalore  ra,A
 heavy  rains   vedharanayam  nagapattinam  cyclonegaja  gajacyclone  gajacycloneupdate,A
 cyclonegaja  update  skymet  weather   gp  sharma  shows  latest  position   cyclone  gaja    hit  tamilnadu  sh  url,A
 bulletin   gaja  location  km  se   nagapattinam  upgraded   severecyclonicstorm    time   landfall  url,A
 user  gaja  gajacyclone  outer  surface  started  hitting   land    wind  speed   staincrease   safe  cyclon,A
  outer  wall   severe  cyclone  gaja  started  entering     land  people   advised   stay   url,A
 user  gaja  gajacyclone  outer  surface  started  hitting   land    wind  speed   staincrease   safe  cyclon,A
 cyclonic  storm  gaja  location  km  se   nagapattinam  cyclonegaja  url,A
 cyclonegaja  tn  govt  evacuated  people   low  lying  areas  nagapattinam  tiruvarur  cuddalore  url,A
 user  cyclonegaja    super  cyclone    sustained  winds  upto  mph   gusts  blasting   knots  deadly  intensifica,A
 radar  imagery   karaikal  shows  cyclonegaja   center  located  less   km   nagapattinam   cyclone  url,A
 cyclonegaja    super  cyclone    sustained  winds  upto  mph   gusts  blasting   knots  deadly  intens  url,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  cyclone  alesri  lanka  emoji  ff  emoji  ff  northern  province   heavy  strong  winds  emoji  f    heavy  rainsemoji  c  emoji  fef  cyclone  gaja  move  cl,A
 user  cyclone  alesri  lanka  emoji  ff  emoji  ff  northern  province   heavy  strong  winds  emoji  f    heavy  rainsemoji  c  emoji  fef  cyclone  gaja  move  cl,A
 cyclonegaja    kms  east   vedaranyam   moving  slightly  westwards  possible  landfall  location   kodiyakk  url,A
 user  cyclone  alesri  lanka  emoji  ff  emoji  ff  northern  province   heavy  strong  winds  emoji  f    heavy  rainsemoji  c  emoji  fef  cyclone  gaja  move  cl,A
 user  gaja  gajacyclone  outer  surface  started  hitting   land    wind  speed   staincrease   safe  cyclon,A
 user  gaja  gajacyclone  outer  surface  started  hitting   land    wind  speed   staincrease   safe  cyclon,A
 cyclonegaja   gonna    severe  one  chennai   alert,A
 user  cyclonegaja  touches  tamil  nadu  coast  intense  rain  likely   midnight  url  url,A
 user  cyclonegaja  touches  tamil  nadu  coast  intense  rain  likely   midnight  url  url,A
   pm   ground  level  wind  velocity   around  kmph    eye   northern  paof   cyclone   km   url,A
 user  cyclonegaja  touches  tamil  nadu  coast  intense  rain  likely   midnight  url  url,A
 people  staying   relief  camps  setup    state  government  gajacyclone  gajacycloneupdate  cyclonegaja  url,A
 user  cyclonegaja  latest  update  people    evacuated   five  districts   taken   govt  relief  centres  ,A
 user  cyclonegaja  touches  tamil  nadu  coast  intense  rain  likely   midnight  url  url,A
 user  people    evacuated   five  districts   taken   govt  relief  centres   includes  children,A
 cyclone  gaja  touches  tamil  nadu  coast  intense  rain  likely   midnight  cyclonegaja  gajacycloneupdate  gaja  cyclone  tamilnadu,A
 gaja  gajacyclone  outer  surface  started  hitting   land    wind  speed   staincrease   safe  url,A
 heavy  rains   mannargudi  cyclonegaja  url,A
 cyclonegaja  touches  tamil  nadu  coast  intense  rain  likely   midnight  url  url,A
   pm   ground  level  wind  velocity   around  kmph  increasing  slowly  cyclonegaja  url,A
 user  cyclonegaja  latest  update  people    evacuated   five  districts   taken   govt  relief  centres  ,A
 people    evacuated   five  districts   taken   govt  relief  centres   includes  chil  url,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  ne   nagapattinam  current  wind  speed   kmph  gusting,A
 user  newsroomlive  cyclonegaja  expected   make  landfall   tamilnadu   puducherry  today  bringing  heavy  rainfall   coastal,A
 user  cyclonegaja  latest  update  people    evacuated   five  districts   taken   govt  relief  centres  ,A
 user  cyclonegaja  latest  update  people    evacuated   five  districts   taken   govt  relief  centres  ,A
 user  look    beautiful  beast  cyclonegaja  gaja  pressure       severe  cyclonic  storm  vry  heavy  rains  wi,A
 user  severe  cyclonic  storm  cyclone  gaja    closer   nagapattinam    distance   km  intensity   l,A
 user  cyclonegaja  latest  update  people    evacuated   five  districts   taken   govt  relief  centres  ,A
 user  cyclonegaja  latest  update  people    evacuated   five  districts   taken   govt  relief  centres  ,A
 user  cyclone  gaja   km  ese   nagapattinam   ist   cross  around  nagapattinam   late  evening   th  imd  cyclon,A
 cyclonegaja  latest  update  people    evacuated   five  districts   taken   govt  relief  centre  url,A
 user  comk  special  gajacycloneupdate  eye  wall   cyclonegaja   kms    east   karaikal   touch  coast ,A
 cuddalore  people   near   people  need   help   affected   cyclonegaja  pls  call  call  url,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalor,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  cyclonegaja   present  located  km  ne   nagapattinam  moving   southwesterly  direction   expected     lan,A
 user  cyclonegaja   km  north  east  south   nagapattinam   cross  nagapattinam  tonight,A
 user  comk  special  gajacycloneupdate  eye  wall   cyclonegaja   kms    east   karaikal   touch  coast ,A
 cyclonegaja   km  north  east  south   nagapattinam   cross  nagapattinam  tonight,A
 user  gaja  cyclonegaja  current  moving  speed  km  h   movement  direction  west,A
 user  severe  cyclonic  storm  cyclone  gaja    closer   nagapattinam    distance   km  intensity   l,A
 user  detail    relief  center   gajacyclone  cyclonegaja  user  user  user  user  url,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 present  wind  gusts  throughout  tamilnadu  coastal  zone   sriharikota   nagapattinam    url,A
 severe  cyclonic  storm  cyclone  gaja    closer   nagapattinam    distance   km  intensi  url,A
 user  cyclonegaja  list   relief  centres   cuddalore  block  user  url,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 gaja  cyclonegaja  current  moving  speed  km  h   movement  direction  west,A
 bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   k  url,A
 user  cyclonegaja    kms  east   vedaranyam   imd  sources  tell       probably   hit  vedaranyam   al,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 cyclone  gaja   km  ese   nagapattinam   ist   cross  around  nagapattinam   late  evening   th  im  url,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 cyclonegaja  people  evacuated  ahead   cyclone  landfall   taken   govt  relief  centres   cuddalore  na  url,A
 user  cyclonegaja  located  km  east  northeast   nagapattinam   hours  ist  updates   likely   cross  tamil  nadu  coas,A
 cyclonegaja    kms  east   vedaranyam   imd  sources  tell       probably   hit  vedaranya  url,A
 user  cyclonegaja  cuddalore  emergency  contact  nos    cuddalor,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  cyclonegaja  gets  ready  tp  change  direction  slowing     past   hours  could  move    w  sw  direction  ,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  cyclonegaja  complete  list   relief  centres   karaikal  district  user  url,A
 user  live  red  alehas   issued   tamil  nadu  puducherry    wake   cyclonegaja   updates   url,A
 user  live  red  alehas   issued   tamil  nadu  puducherry    wake   cyclonegaja   updates   url,A
 user  cyclonegaja  list   relief  centres   cuddalore  block  user  url,A
 user  cyclonegaja  latest  microwave  imagery  getting  close   southern  paof  nagapattinam  district   tamilnadu  gaja  gajacyc,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   kmph  gusting,A
 cyclonegaja  latest  microwave  imagery  getting  close   southern  paof  nagapattinam  district   tamilnadu  gaja  url,A
 bulletin   severe  cyclonic  storm  gaja  location  km  se   nagapattinam  current  wind  speed   k  url,A
 latest  cyclonegaja  update  cyclone  gaja    kms  ene   nagappatinam  people   nagappatinam  thanjavur  url,A
 user  cyclonegaja  list   relief  centres   cuddalore  block  user  url,A
 user  detail    relief  center   gajacyclone  cyclonegaja  user  user  user  user  url,A
 cyclonegaja   people  evacuated   nagappattinam  cyclonegaja  gajacycloneupdate  gaja  cyclone  tamilnadu,A
 user  cyclonegaja  located  km  east  northeast   nagapattinam   hours  ist  updates   likely   cross  tamil  nadu  coas,A
 user  tamilnadu  cyclonegaja  lying  km  se   chennai   km  ne   nagapattinam   likely    landfall   pam,A
 user    dial   case    emergency   puducherry   karaikal  stay  indoors   stay  safe  cyclonegaja  emoji  b  emoji  bc  emoji  bbe  emoji  baa  emoji  bc  emoji  baf  emoji  bb  emoji  bcd  p,A
 user  detail    relief  center   gajacyclone  cyclonegaja  user  user  user  user  url,A
 user  newsale   tamil  nadu  fishermen  weather  warning    next  six  hours  valid   pm  ist   th  november,A
 user  cyclonegaja  complete  list   relief  centres   karaikal  district  user  url,A
 user  still  gaja  cyclonegaja   intensify    gusts  could   reached  km  h   tonight,A
 detail    relief  center   gajacyclone  cyclonegaja  user  user  user  user  url,A
 cyclonegaja  latest  video  cuddalore  url,A
 still  gaja  cyclonegaja   intensify    gusts  could   reached  km  h   tonight,A
 user  cyclonegaja   present  located  km  ne   nagapattinam  moving   southwesterly  direction   expected     lan,A
 user  cyclonegaja  complete  list   relief  centres   karaikal  district  user  url,A
 cyclonegaja  complete  list   relief  centres   karaikal  district  user  url,A
 cyclonegaja  complete  list   relief  centres   karaikal  district  user  url,A
 user   image  shows      severe  cyclone    severe  cyclonic  storm  category  hurricane  winds  could   km  h   g,A
  image  shows      severe  cyclone    severe  cyclonic  storm  category  hurricane  winds  could   url,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  ne   nagapattinam  current  wind  speed   kmph  gusting,A
 user  cyclone  gaja   km  ese   nagapattinam   ist   cross  around  nagapattinam   late  evening   th  imd  cyclon,A
 user  cyclonegaja  cyclonic  storm  gaja   southwest  bay   bengal  moved   west  southwestwards    speed   kmph  du,A
 cyclone  gaja   km  ese   nagapattinam   ist   cross  around  nagapattinam   late  evening   th  im  url,A
 user  cyclonegaja  located  km  east  northeast   nagapattinam   hours  ist  updates   likely   cross  tamil  nadu  coas,A
 user  bulletin   cyclonegaja  lying  km  se   chennai   km  ne   nagapattinam   likely    landfall   pamb,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  ne   nagapattinam  current  wind  speed   kmph  gusting,A
 gaja  cyclone  live  updates  url  live  cyclonegaja  livestreaming  cyclonegaja  chennai  cyclones,A
 user  live  red  alehas   issued   tamil  nadu  puducherry    wake   cyclonegaja   updates   url,A
 user  bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalor,A
 user  bulletin   hourly  update   severe  cyclonic  storm  gaja  current  wind  speed   kmph  gusting   kmph  cycloneg,A
 user  bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalor,A
 user  cyclonegaja  list   relief  centres   cuddalore  block  user  url,A
 user  bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalor,A
 user  cyclonegaja  evacuated   nagapattinam  follow  updates   url  url,A
 user  bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalor,A
 user  cyclonegaja  list   relief  centres   cuddalore  block  user  url,A
 user  newsale   tamil  nadu  fishermen  weather  warning    next  six  hours  valid   pm  ist   th  november,A
 cyclonegaja   people  evacuated   nagappattinam  user  user,A
 justin  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalore  url,A
 user  cyclonegaja  located  km  east  northeast   nagapattinam   hours  ist  updates   likely   cross  tamil  nadu  coas,A
 user  cyclonegaja  cyclonic  storm  gaja   southwest  bay   bengal  moved   west  southwestwards    speed   kmph  du,A
 user  cyclonegaja  located  km  east  northeast   nagapattinam   hours  ist  updates   likely   cross  tamil  nadu  coas,A
 user  bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalor,A
 user  bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalor,A
 user  cyclonegaja   present  located  km  ne   nagapattinam  moving   southwesterly  direction   expected     lan,A
 user  cyclonegaja  located  km  east  northeast   nagapattinam   hours  ist  updates   likely   cross  tamil  nadu  coas,A
 user  bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalor,A
 user  bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalor,A
 user  bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   cuddalor,A
 bulletin   severe  cyclonegaja  lying  km  east   nagapattinam   likely    landfall   pamban   url,A
 user  comk  special  gajacycloneupdate  th  nov   cyclonegaja   kms  e  ne   karaikal  continues   main,A
 cyclonegaja  located  km  east  northeast   nagapattinam   hours  ist  updates   likely   cross  tamil  url,A
 user  tamilnadufishermen  weather  warning    next  hours  valid   hrs  ist   th  nov  wind  speed  reaching  kmp,A
 user  cyclonegaja  outer  bands  touching  ntn  kms  ese   chennai  cp    intensify  tonight   shear   low  la,A
 user  latest  update   cyclonegaja  currently   kms  ese   chennai   core  pressure     track  twrds  tamil,A
 user  bulletin   cyclonegaja  lying  km  se   chennai   km  ne   nagapattinam   likely    landfall   pamb,A
 user  cyclonegaja   southwest   adjoining  westcentral  bay   bengalÿnearÿlatitude  øn   longitude  øe   km  ea,A
 user  cyclonegaja  located  km  east  northeast   nagapattinam   hours  ist  updates   likely   cross  tamil  nadu  coas,A
 gaja  located  km  east  northeast   nagapattinam   hours  ist   likely   cross  tamil  nadu  coast  around  url,A
 user  bulletin   cyclonegaja  lying  km  se   chennai   km  ne   nagapattinam   likely    landfall   pamb,A
 user  bulletin   severe  cyclonegaja  lying  km  se   chennai   km  ne   nagapattinam   likely    landfall  betwee,A
 user  bulletin   hourly  update   severe  cyclonic  storm  gaja  current  wind  speed   kmph  gusting   kmph  cycloneg,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  ne   nagapattinam  current  wind  speed   kmph  gusting,A
 user  tamilnadufishermen  weather  warning    next  hours  valid   hrs  ist   th  nov  wind  speed  reaching  kmp,A
 user  bulletin   cyclonegaja  lying  km  se   chennai   km  ne   nagapattinam   likely    landfall   pamb,A
 user    dial   case    emergency   puducherry   karaikal  stay  indoors   stay  safe  cyclonegaja  emoji  b  emoji  bc  emoji  bbe  emoji  baa  emoji  bc  emoji  baf  emoji  bb  emoji  bcd  p,A
 user  cyclonegaja  becomes   severe  cyclone   pressure     kms  e   karaikal   moving  w  expected   make,A
 user  bulletin   severe  cyclonic  storm  gaja  location  km  ne   nagapattinam  current  wind  speed   kmph  gusting,A
 user  current  wind  speed   kmph  gusting   kmph  cyclonegaja  url,A
 user  newsale   tamil  nadu  fishermen  weather  warning    next  six  hours  valid   pm  ist   th  november,A
 user  cyclonegaja  located  km  east  northeast   nagapattinam   hours  ist  updates   likely   cross  tamil  nadu  coas,A
 user  cyclonegaja  located  km  east  northeast   nagapattinam   hours  ist  updates   likely   cross  tamil  nadu  coas,A
 user  tamilnadufishermen  weather  warning    next  hours  valid   hrs  ist   th  nov  wind  speed  reaching  kmp,A
 current  wind  speed   kmph  gusting   kmph  cyclonegaja  url,A
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 gaja  cyclone  alert  keep  following  us   updates  cyclonegaja  pondicherry  karaikal  puducherry  gaja  url,B
 user  thereafter   moving  west  southwestwards    likely   weaken  gradually   cross  tamilnadu  coast   cuddalore,B
 user   peaceful  morning  sunrise   beautiful  show   colors   cyclonegaja  makes   landfall   tamilnadu     hours ,B
 user    goona    serious  threat   cyclonegaja  emoji  ff  emoji  fa  emoji  fa  emoji  fa  emoji  f  emoji  f  tn   kerala   high  aleemoji  fa   th   th  nov,B
 hope  tamil  nadu   stays  safe   cyclonegaja   gets   usual  rainfall,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 cyclonegaja   expected   intensify   bit      might  staweakening    moves  sw   make  landf  url,B
 user  satellite  images  show    lakes  dams   north  tn   either  empty    enough  cushion   hold  flood  waters  cyc,B
 user     common  consensus  among  models   landfall  point   cyclonegaja    models  take  south  west  direction ,B
 user    goona    serious  threat   cyclonegaja  emoji  ff  emoji  fa  emoji  fa  emoji  fa  emoji  f  emoji  f  tn   kerala   high  aleemoji  fa   th   th  nov,B
 nellore  district   chittoor  district  brace   severe  cyclonic  storm  gaja   next  days   southern  andhraprades  url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user   peaceful  morning  sunrise   beautiful  show   colors   cyclonegaja  makes   landfall   tamilnadu     hours ,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclonegaja  expected   make  landfall   tamilnadu   andhra   thursday  authorities  taking  necessary  steps   prepa,B
 user  stay  safe  friends   south  india     cyclonegaja  alert  url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user   peaceful  morning  sunrise   beautiful  show   colors   cyclonegaja  makes   landfall   tamilnadu     hours ,B
  name   cyclones   storms   india  user  cyclonegaja,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  mild  rain  showers    expected    places   kerala   tamilnadu  due   gaja  weatherupdate  cyclonegaja  htt,B
 user   peaceful  morning  sunrise   beautiful  show   colors   cyclonegaja  makes   landfall   tamilnadu     hours ,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclonegaja  expected   make  landfall   tamilnadu   andhra   thursday  authorities  taking  necessary  steps   prepa,B
 user    goona    serious  threat   cyclonegaja  emoji  ff  emoji  fa  emoji  fa  emoji  fa  emoji  f  emoji  f  tn   kerala   high  aleemoji  fa   th   th  nov,B
 user  thereafter   moving  west  southwestwards    likely   weaken  gradually   cross  tamilnadu  coast   cuddalore,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user   cyclonegaja  hurtles  towards  tamil  nadu  coast   look   earlier  cyclones  url  url,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 cyclonegaja  expected   make  landfall   tamilnadu   andhra   thursday  authorities  taking  necessary  steps   url,B
 user  stay  safe  friends   south  india     cyclonegaja  alert  url,B
 user   peaceful  morning  sunrise   beautiful  show   colors   cyclonegaja  makes   landfall   tamilnadu     hours ,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  user  user  user  user  user  user  user  user  url,B
 user  strong  winds  aleemoji  ff  emoji  ff  cyclone  gaja  emoji  f   bob   landfall  tamil  nadu   direct  impact   srilanka   expect  heavy,B
 user  stay  safe  friends   south  india     cyclonegaja  alert  url,B
 user  cyclonetitli  poye  cyclonegaja  vochey  daam  daam  emoji  ff  brace   emoji  emoji  fef  url,B
 user  stay  safe  friends   south  india     cyclonegaja  alert  url,B
 user  cyclone  alefor  north  tamilnadu  cyclonegaja  imd  bulletin   url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  stay  safe  friends   south  india     cyclonegaja  alert  url,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  stay  safe  friends   south  india     cyclonegaja  alert  url,B
 stay  safe  friends   south  india     cyclonegaja  alert  url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 look  really  scary   th   th   nagapattinam  belt  video  courtesy  app  windy  screenshotcapture  cyclonegaja  url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user    goona    serious  threat   cyclonegaja  emoji  ff  emoji  fa  emoji  fa  emoji  fa  emoji  f  emoji  f  tn   kerala   high  aleemoji  fa   th   th  nov,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user   cyclonegaja  hurtles  towards  tamil  nadu  coast   look   earlier  cyclones  url  url,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  check   cyclonegaja,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user   cyclonegaja  hurtles  towards  tamil  nadu  coast   look   earlier  cyclones  url  url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user   peaceful  morning  sunrise   beautiful  show   colors   cyclonegaja  makes   landfall   tamilnadu     hours ,B
  cyclonegaja  hurtles  towards  tamil  nadu  coast   look   earlier  cyclones  url  url,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 cyclone  katrina  cyclone  nilofar    cyclone  gaja   guy  must   gone    serious  breakup  url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user    goona    serious  threat   cyclonegaja  emoji  ff  emoji  fa  emoji  fa  emoji  fa  emoji  f  emoji  f  tn   kerala   high  aleemoji  fa   th   th  nov,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  thereafter   moving  west  southwestwards    likely   weaken  gradually   cross  tamilnadu  coast   cuddalore,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  cyclonegaja  looks  pretty  menacing  atm  brace    stormy  weather  url,B
 user  mild  rain  showers    expected    places   kerala   tamilnadu  due   gaja  weatherupdate  cyclonegaja  htt,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 cyclonetitli  poye  cyclonegaja  vochey  daam  daam  emoji  ff  brace   emoji  emoji  fef  url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
